name,price,costPrice,category,stock,barcode,image
Shampoo 673,190,175,Beverages,97,300673,https://source.unsplash.com/300x300/?Shampoo
Shampoo 674,194,181,Personal Care,46,300674,https://source.unsplash.com/300x300/?Shampoo
Chocolate 675,32,30,Personal Care,128,300675,https://source.unsplash.com/300x300/?Chocolate
Toothpaste 676,35,26,Dairy,75,300676,https://source.unsplash.com/300x300/?Toothpaste
Chocolate 677,26,21,Personal Care,186,300677,https://source.unsplash.com/300x300/?Chocolate
Butter 678,110,106,Grocery,51,300678,https://source.unsplash.com/300x300/?Butter
Cheese 679,155,152,Fruits,8,300679,https://source.unsplash.com/300x300/?Cheese
Toothpaste 680,84,77,Snacks,7,300680,https://source.unsplash.com/300x300/?Toothpaste
Sugar 681,165,159,Dairy,142,300681,https://source.unsplash.com/300x300/?Sugar
Juice 682,69,56,Personal Care,187,300682,https://source.unsplash.com/300x300/?Juice
Chocolate 683,160,144,Personal Care,23,300683,https://source.unsplash.com/300x300/?Chocolate
Apple 684,62,47,Grocery,148,300684,https://source.unsplash.com/300x300/?Apple
Rice 685,198,184,Dairy,93,300685,https://source.unsplash.com/300x300/?Rice
Eggs 686,170,160,Grocery,189,300686,https://source.unsplash.com/300x300/?Eggs
Rice 687,86,67,Snacks,119,300687,https://source.unsplash.com/300x300/?Rice
Soap 688,97,90,Dairy,76,300688,https://source.unsplash.com/300x300/?Soap
Eggs 689,96,82,Dairy,2,300689,https://source.unsplash.com/300x300/?Eggs
Chocolate 690,218,207,Bakery,153,300690,https://source.unsplash.com/300x300/?Chocolate
Rice 691,177,168,Personal Care,99,300691,https://source.unsplash.com/300x300/?Rice
Juice 692,125,118,Fruits,12,300692,https://source.unsplash.com/300x300/?Juice
Eggs 693,118,102,Bakery,5,300693,https://source.unsplash.com/300x300/?Eggs
Sugar 694,219,218,Dairy,60,300694,https://source.unsplash.com/300x300/?Sugar
Chocolate 695,62,50,Snacks,17,300695,https://source.unsplash.com/300x300/?Chocolate
Cheese 696,169,152,Grocery,41,300696,https://source.unsplash.com/300x300/?Cheese
Sugar 697,218,209,Snacks,171,300697,https://source.unsplash.com/300x300/?Sugar
Shampoo 698,133,131,Fruits,99,300698,https://source.unsplash.com/300x300/?Shampoo
Apple 699,95,76,Beverages,152,300699,https://source.unsplash.com/300x300/?Apple
Bread 700,32,15,Bakery,66,300700,https://source.unsplash.com/300x300/?Bread
Salt 701,43,32,Fruits,180,300701,https://source.unsplash.com/300x300/?Salt
Eggs 702,32,16,Beverages,83,300702,https://source.unsplash.com/300x300/?Eggs
Eggs 703,197,194,Beverages,118,300703,https://source.unsplash.com/300x300/?Eggs
Butter 704,25,18,Grocery,179,300704,https://source.unsplash.com/300x300/?Butter
Banana 705,167,152,Dairy,28,300705,https://source.unsplash.com/300x300/?Banana
Milk 706,185,174,Beverages,103,300706,https://source.unsplash.com/300x300/?Milk
Chips 707,175,170,Snacks,171,300707,https://source.unsplash.com/300x300/?Chips
Toothpaste 708,163,147,Personal Care,51,300708,https://source.unsplash.com/300x300/?Toothpaste
Eggs 709,24,8,Bakery,42,300709,https://source.unsplash.com/300x300/?Eggs
Shampoo 710,153,141,Snacks,68,300710,https://source.unsplash.com/300x300/?Shampoo
Apple 711,213,204,Dairy,166,300711,https://source.unsplash.com/300x300/?Apple
Bread 712,183,178,Dairy,121,300712,https://source.unsplash.com/300x300/?Bread
Juice 713,79,77,Beverages,168,300713,https://source.unsplash.com/300x300/?Juice
Sugar 714,189,177,Bakery,156,300714,https://source.unsplash.com/300x300/?Sugar
Sugar 715,60,47,Bakery,41,300715,https://source.unsplash.com/300x300/?Sugar
Banana 716,75,61,Bakery,136,300716,https://source.unsplash.com/300x300/?Banana
Milk 717,152,149,Snacks,127,300717,https://source.unsplash.com/300x300/?Milk
Sugar 718,159,148,Beverages,98,300718,https://source.unsplash.com/300x300/?Sugar
Sugar 719,37,23,Beverages,34,300719,https://source.unsplash.com/300x300/?Sugar
Biscuits 720,125,123,Bakery,139,300720,https://source.unsplash.com/300x300/?Biscuits
Eggs 721,134,122,Dairy,67,300721,https://source.unsplash.com/300x300/?Eggs
Juice 722,123,113,Grocery,86,300722,https://source.unsplash.com/300x300/?Juice
Chips 723,166,150,Snacks,22,300723,https://source.unsplash.com/300x300/?Chips
Butter 724,122,106,Bakery,105,300724,https://source.unsplash.com/300x300/?Butter
Bread 725,136,128,Beverages,172,300725,https://source.unsplash.com/300x300/?Bread
Rice 726,68,53,Grocery,117,300726,https://source.unsplash.com/300x300/?Rice
Eggs 727,184,184,Dairy,8,300727,https://source.unsplash.com/300x300/?Eggs
Shampoo 728,112,109,Grocery,113,300728,https://source.unsplash.com/300x300/?Shampoo
Chips 729,91,73,Dairy,74,300729,https://source.unsplash.com/300x300/?Chips
Shampoo 730,162,147,Fruits,75,300730,https://source.unsplash.com/300x300/?Shampoo
Butter 731,155,143,Personal Care,51,300731,https://source.unsplash.com/300x300/?Butter
Juice 732,42,27,Beverages,18,300732,https://source.unsplash.com/300x300/?Juice
Oil 733,146,127,Fruits,27,300733,https://source.unsplash.com/300x300/?Oil
Apple 734,40,35,Snacks,37,300734,https://source.unsplash.com/300x300/?Apple
Apple 735,129,112,Grocery,172,300735,https://source.unsplash.com/300x300/?Apple
Biscuits 736,219,213,Personal Care,151,300736,https://source.unsplash.com/300x300/?Biscuits
Biscuits 737,124,116,Personal Care,193,300737,https://source.unsplash.com/300x300/?Biscuits
Eggs 738,64,62,Fruits,26,300738,https://source.unsplash.com/300x300/?Eggs
Chips 739,69,57,Dairy,60,300739,https://source.unsplash.com/300x300/?Chips
Shampoo 740,200,198,Beverages,124,300740,https://source.unsplash.com/300x300/?Shampoo
Rice 741,27,12,Personal Care,37,300741,https://source.unsplash.com/300x300/?Rice
Salt 742,60,60,Snacks,163,300742,https://source.unsplash.com/300x300/?Salt
Chips 743,27,11,Dairy,165,300743,https://source.unsplash.com/300x300/?Chips
Toothpaste 744,185,182,Grocery,135,300744,https://source.unsplash.com/300x300/?Toothpaste
Biscuits 745,201,185,Beverages,196,300745,https://source.unsplash.com/300x300/?Biscuits
Bread 746,116,110,Snacks,122,300746,https://source.unsplash.com/300x300/?Bread
Sugar 747,36,20,Personal Care,99,300747,https://source.unsplash.com/300x300/?Sugar
Apple 748,151,138,Personal Care,4,300748,https://source.unsplash.com/300x300/?Apple
Milk 749,102,100,Bakery,148,300749,https://source.unsplash.com/300x300/?Milk
Chocolate 750,198,196,Personal Care,55,300750,https://source.unsplash.com/300x300/?Chocolate
Chocolate 751,76,69,Beverages,157,300751,https://source.unsplash.com/300x300/?Chocolate
Cheese 752,147,131,Personal Care,125,300752,https://source.unsplash.com/300x300/?Cheese
Chips 753,55,54,Snacks,191,300753,https://source.unsplash.com/300x300/?Chips
Apple 754,77,67,Snacks,9,300754,https://source.unsplash.com/300x300/?Apple
Toothpaste 755,137,124,Dairy,188,300755,https://source.unsplash.com/300x300/?Toothpaste
Toothpaste 756,201,196,Dairy,152,300756,https://source.unsplash.com/300x300/?Toothpaste
Bread 757,76,65,Bakery,162,300757,https://source.unsplash.com/300x300/?Bread
Sugar 758,93,83,Snacks,63,300758,https://source.unsplash.com/300x300/?Sugar
Shampoo 759,63,54,Dairy,173,300759,https://source.unsplash.com/300x300/?Shampoo
Cheese 760,86,85,Dairy,187,300760,https://source.unsplash.com/300x300/?Cheese
Apple 761,75,63,Grocery,114,300761,https://source.unsplash.com/300x300/?Apple
Butter 762,82,80,Grocery,189,300762,https://source.unsplash.com/300x300/?Butter
Apple 763,107,99,Beverages,75,300763,https://source.unsplash.com/300x300/?Apple
Biscuits 764,42,26,Beverages,29,300764,https://source.unsplash.com/300x300/?Biscuits
Sugar 765,194,175,Beverages,86,300765,https://source.unsplash.com/300x300/?Sugar
Banana 766,161,144,Beverages,154,300766,https://source.unsplash.com/300x300/?Banana
Salt 767,76,72,Dairy,77,300767,https://source.unsplash.com/300x300/?Salt
Milk 768,134,128,Dairy,174,300768,https://source.unsplash.com/300x300/?Milk
Chocolate 769,183,178,Snacks,119,300769,https://source.unsplash.com/300x300/?Chocolate
Rice 770,111,97,Bakery,107,300770,https://source.unsplash.com/300x300/?Rice
Oil 771,174,161,Personal Care,153,300771,https://source.unsplash.com/300x300/?Oil
Biscuits 772,193,174,Snacks,57,300772,https://source.unsplash.com/300x300/?Biscuits
Apple 773,167,159,Beverages,86,300773,https://source.unsplash.com/300x300/?Apple
Sugar 774,58,41,Snacks,169,300774,https://source.unsplash.com/300x300/?Sugar
Bread 775,169,155,Beverages,102,300775,https://source.unsplash.com/300x300/?Bread
Oil 776,40,29,Beverages,105,300776,https://source.unsplash.com/300x300/?Oil
Sugar 777,77,62,Grocery,34,300777,https://source.unsplash.com/300x300/?Sugar
Rice 778,85,82,Fruits,25,300778,https://source.unsplash.com/300x300/?Rice
Banana 779,172,172,Dairy,59,300779,https://source.unsplash.com/300x300/?Banana
Soap 780,176,170,Fruits,5,300780,https://source.unsplash.com/300x300/?Soap
Chips 781,145,126,Grocery,163,300781,https://source.unsplash.com/300x300/?Chips
Salt 782,193,185,Personal Care,62,300782,https://source.unsplash.com/300x300/?Salt
Cheese 783,157,144,Bakery,20,300783,https://source.unsplash.com/300x300/?Cheese
Oil 784,158,148,Fruits,117,300784,https://source.unsplash.com/300x300/?Oil
Biscuits 785,27,17,Fruits,185,300785,https://source.unsplash.com/300x300/?Biscuits
Toothpaste 786,81,80,Fruits,64,300786,https://source.unsplash.com/300x300/?Toothpaste
Juice 787,117,100,Bakery,199,300787,https://source.unsplash.com/300x300/?Juice
Eggs 788,177,171,Fruits,31,300788,https://source.unsplash.com/300x300/?Eggs
Butter 789,210,194,Snacks,80,300789,https://source.unsplash.com/300x300/?Butter
Apple 790,31,16,Beverages,90,300790,https://source.unsplash.com/300x300/?Apple
Bread 791,171,152,Fruits,63,300791,https://source.unsplash.com/300x300/?Bread
Butter 792,157,146,Dairy,102,300792,https://source.unsplash.com/300x300/?Butter
Salt 793,182,178,Bakery,114,300793,https://source.unsplash.com/300x300/?Salt
Juice 794,212,200,Fruits,7,300794,https://source.unsplash.com/300x300/?Juice
Eggs 795,57,47,Dairy,184,300795,https://source.unsplash.com/300x300/?Eggs
Salt 796,114,101,Bakery,70,300796,https://source.unsplash.com/300x300/?Salt
Rice 797,71,62,Bakery,181,300797,https://source.unsplash.com/300x300/?Rice
Eggs 798,54,52,Fruits,111,300798,https://source.unsplash.com/300x300/?Eggs
Biscuits 799,78,78,Bakery,114,300799,https://source.unsplash.com/300x300/?Biscuits
Rice 800,21,14,Beverages,15,300800,https://source.unsplash.com/300x300/?Rice
Butter 801,206,202,Dairy,197,300801,https://source.unsplash.com/300x300/?Butter
Oil 802,92,89,Beverages,28,300802,https://source.unsplash.com/300x300/?Oil
Oil 803,36,18,Dairy,42,300803,https://source.unsplash.com/300x300/?Oil
Salt 804,138,120,Dairy,12,300804,https://source.unsplash.com/300x300/?Salt
Oil 805,206,205,Bakery,186,300805,https://source.unsplash.com/300x300/?Oil
Apple 806,70,64,Personal Care,6,300806,https://source.unsplash.com/300x300/?Apple
Cheese 807,75,75,Snacks,6,300807,https://source.unsplash.com/300x300/?Cheese
Sugar 808,44,37,Dairy,158,300808,https://source.unsplash.com/300x300/?Sugar
Milk 809,79,74,Grocery,183,300809,https://source.unsplash.com/300x300/?Milk
Shampoo 810,64,45,Beverages,57,300810,https://source.unsplash.com/300x300/?Shampoo
Cheese 811,57,41,Beverages,190,300811,https://source.unsplash.com/300x300/?Cheese
Sugar 812,218,215,Grocery,79,300812,https://source.unsplash.com/300x300/?Sugar
Rice 813,116,116,Grocery,149,300813,https://source.unsplash.com/300x300/?Rice
Sugar 814,125,111,Grocery,51,300814,https://source.unsplash.com/300x300/?Sugar
Butter 815,124,120,Beverages,114,300815,https://source.unsplash.com/300x300/?Butter
Rice 816,180,167,Fruits,65,300816,https://source.unsplash.com/300x300/?Rice
Chips 817,186,167,Dairy,104,300817,https://source.unsplash.com/300x300/?Chips
Cheese 818,24,9,Fruits,192,300818,https://source.unsplash.com/300x300/?Cheese
Cheese 819,179,164,Personal Care,162,300819,https://source.unsplash.com/300x300/?Cheese
Apple 820,123,109,Fruits,194,300820,https://source.unsplash.com/300x300/?Apple
Rice 821,149,131,Dairy,186,300821,https://source.unsplash.com/300x300/?Rice
Apple 822,163,155,Beverages,17,300822,https://source.unsplash.com/300x300/?Apple
Toothpaste 823,136,128,Snacks,8,300823,https://source.unsplash.com/300x300/?Toothpaste
Sugar 824,163,151,Snacks,140,300824,https://source.unsplash.com/300x300/?Sugar
Sugar 825,128,125,Bakery,19,300825,https://source.unsplash.com/300x300/?Sugar
Butter 826,67,66,Dairy,134,300826,https://source.unsplash.com/300x300/?Butter
Biscuits 827,117,111,Fruits,40,300827,https://source.unsplash.com/300x300/?Biscuits
Salt 828,32,31,Fruits,153,300828,https://source.unsplash.com/300x300/?Salt
Eggs 829,40,27,Snacks,93,300829,https://source.unsplash.com/300x300/?Eggs
Shampoo 830,63,48,Snacks,93,300830,https://source.unsplash.com/300x300/?Shampoo
Oil 831,110,96,Bakery,6,300831,https://source.unsplash.com/300x300/?Oil
Salt 832,129,127,Fruits,131,300832,https://source.unsplash.com/300x300/?Salt
Shampoo 833,164,162,Grocery,35,300833,https://source.unsplash.com/300x300/?Shampoo
Soap 834,171,159,Snacks,180,300834,https://source.unsplash.com/300x300/?Soap
Toothpaste 835,152,146,Bakery,156,300835,https://source.unsplash.com/300x300/?Toothpaste
Toothpaste 836,176,174,Snacks,143,300836,https://source.unsplash.com/300x300/?Toothpaste
Banana 837,156,138,Grocery,42,300837,https://source.unsplash.com/300x300/?Banana
Salt 838,133,120,Snacks,170,300838,https://source.unsplash.com/300x300/?Salt
Apple 839,42,34,Grocery,6,300839,https://source.unsplash.com/300x300/?Apple
Biscuits 840,188,169,Snacks,118,300840,https://source.unsplash.com/300x300/?Biscuits
Butter 841,208,208,Fruits,175,300841,https://source.unsplash.com/300x300/?Butter
Oil 842,75,66,Dairy,7,300842,https://source.unsplash.com/300x300/?Oil
Cheese 843,75,74,Beverages,72,300843,https://source.unsplash.com/300x300/?Cheese
Chocolate 844,151,132,Dairy,37,300844,https://source.unsplash.com/300x300/?Chocolate
Chips 845,186,179,Personal Care,52,300845,https://source.unsplash.com/300x300/?Chips
Chips 846,104,90,Snacks,4,300846,https://source.unsplash.com/300x300/?Chips
Milk 847,113,105,Personal Care,148,300847,https://source.unsplash.com/300x300/?Milk
Bread 848,164,163,Grocery,54,300848,https://source.unsplash.com/300x300/?Bread
Cheese 849,62,50,Dairy,191,300849,https://source.unsplash.com/300x300/?Cheese
Milk 850,147,140,Fruits,22,300850,https://source.unsplash.com/300x300/?Milk
Salt 851,112,108,Fruits,156,300851,https://source.unsplash.com/300x300/?Salt
Banana 852,162,154,Bakery,163,300852,https://source.unsplash.com/300x300/?Banana
Rice 853,117,112,Snacks,111,300853,https://source.unsplash.com/300x300/?Rice
Milk 854,167,154,Snacks,83,300854,https://source.unsplash.com/300x300/?Milk
Milk 855,105,89,Personal Care,23,300855,https://source.unsplash.com/300x300/?Milk
Sugar 856,44,41,Fruits,7,300856,https://source.unsplash.com/300x300/?Sugar
Shampoo 857,62,46,Beverages,86,300857,https://source.unsplash.com/300x300/?Shampoo
Milk 858,50,34,Dairy,168,300858,https://source.unsplash.com/300x300/?Milk
Rice 859,214,198,Beverages,163,300859,https://source.unsplash.com/300x300/?Rice
Chips 860,138,122,Dairy,47,300860,https://source.unsplash.com/300x300/?Chips
Chips 861,204,200,Grocery,115,300861,https://source.unsplash.com/300x300/?Chips
Banana 862,133,114,Fruits,51,300862,https://source.unsplash.com/300x300/?Banana
Sugar 863,117,105,Dairy,78,300863,https://source.unsplash.com/300x300/?Sugar
Butter 864,41,27,Dairy,141,300864,https://source.unsplash.com/300x300/?Butter
Butter 865,76,63,Bakery,138,300865,https://source.unsplash.com/300x300/?Butter
Apple 866,172,162,Bakery,96,300866,https://source.unsplash.com/300x300/?Apple
Salt 867,98,94,Personal Care,174,300867,https://source.unsplash.com/300x300/?Salt
Eggs 868,189,187,Dairy,131,300868,https://source.unsplash.com/300x300/?Eggs
Bread 869,145,140,Snacks,122,300869,https://source.unsplash.com/300x300/?Bread
Apple 870,167,150,Fruits,54,300870,https://source.unsplash.com/300x300/?Apple
Oil 871,218,218,Beverages,167,300871,https://source.unsplash.com/300x300/?Oil
Cheese 872,23,21,Dairy,131,300872,https://source.unsplash.com/300x300/?Cheese
Soap 873,92,89,Grocery,88,300873,https://source.unsplash.com/300x300/?Soap
Juice 874,104,95,Snacks,172,300874,https://source.unsplash.com/300x300/?Juice
Oil 875,86,67,Bakery,15,300875,https://source.unsplash.com/300x300/?Oil
Banana 876,170,170,Grocery,111,300876,https://source.unsplash.com/300x300/?Banana
Milk 877,157,152,Snacks,124,300877,https://source.unsplash.com/300x300/?Milk
Chocolate 878,137,120,Personal Care,122,300878,https://source.unsplash.com/300x300/?Chocolate
Chocolate 879,64,51,Fruits,193,300879,https://source.unsplash.com/300x300/?Chocolate
Soap 880,94,78,Beverages,0,300880,https://source.unsplash.com/300x300/?Soap
Toothpaste 881,39,23,Dairy,177,300881,https://source.unsplash.com/300x300/?Toothpaste
Soap 882,112,100,Fruits,138,300882,https://source.unsplash.com/300x300/?Soap
Juice 883,152,139,Bakery,158,300883,https://source.unsplash.com/300x300/?Juice
Oil 884,163,154,Bakery,31,300884,https://source.unsplash.com/300x300/?Oil
Bread 885,42,39,Personal Care,4,300885,https://source.unsplash.com/300x300/?Bread
Oil 886,151,133,Snacks,16,300886,https://source.unsplash.com/300x300/?Oil
Chips 887,123,105,Snacks,165,300887,https://source.unsplash.com/300x300/?Chips
Sugar 888,110,110,Snacks,42,300888,https://source.unsplash.com/300x300/?Sugar
Sugar 889,58,46,Beverages,42,300889,https://source.unsplash.com/300x300/?Sugar
Cheese 890,25,7,Bakery,37,300890,https://source.unsplash.com/300x300/?Cheese
Chocolate 891,190,172,Snacks,45,300891,https://source.unsplash.com/300x300/?Chocolate
Butter 892,189,186,Bakery,68,300892,https://source.unsplash.com/300x300/?Butter
Biscuits 893,56,37,Grocery,45,300893,https://source.unsplash.com/300x300/?Biscuits
Chocolate 894,89,71,Personal Care,38,300894,https://source.unsplash.com/300x300/?Chocolate
Bread 895,144,135,Dairy,23,300895,https://source.unsplash.com/300x300/?Bread
Butter 896,133,121,Beverages,192,300896,https://source.unsplash.com/300x300/?Butter
Toothpaste 897,143,134,Beverages,177,300897,https://source.unsplash.com/300x300/?Toothpaste
Apple 898,146,140,Bakery,93,300898,https://source.unsplash.com/300x300/?Apple
Apple 899,25,23,Dairy,191,300899,https://source.unsplash.com/300x300/?Apple
Cheese 900,201,194,Personal Care,29,300900,https://source.unsplash.com/300x300/?Cheese
Chocolate 901,121,114,Fruits,74,300901,https://source.unsplash.com/300x300/?Chocolate
Toothpaste 902,175,159,Personal Care,151,300902,https://source.unsplash.com/300x300/?Toothpaste
Salt 903,59,46,Beverages,85,300903,https://source.unsplash.com/300x300/?Salt
Toothpaste 904,169,154,Bakery,36,300904,https://source.unsplash.com/300x300/?Toothpaste
Salt 905,174,155,Snacks,183,300905,https://source.unsplash.com/300x300/?Salt
Chocolate 906,123,112,Fruits,43,300906,https://source.unsplash.com/300x300/?Chocolate
Shampoo 907,216,202,Dairy,119,300907,https://source.unsplash.com/300x300/?Shampoo
Toothpaste 908,185,172,Snacks,133,300908,https://source.unsplash.com/300x300/?Toothpaste
Juice 909,82,73,Fruits,177,300909,https://source.unsplash.com/300x300/?Juice
Biscuits 910,53,45,Snacks,88,300910,https://source.unsplash.com/300x300/?Biscuits
Oil 911,119,100,Beverages,190,300911,https://source.unsplash.com/300x300/?Oil
Rice 912,74,66,Snacks,162,300912,https://source.unsplash.com/300x300/?Rice
Chips 913,110,103,Bakery,170,300913,https://source.unsplash.com/300x300/?Chips
Shampoo 914,85,85,Beverages,116,300914,https://source.unsplash.com/300x300/?Shampoo
Oil 915,187,181,Bakery,63,300915,https://source.unsplash.com/300x300/?Oil
Chocolate 916,64,57,Bakery,125,300916,https://source.unsplash.com/300x300/?Chocolate
Biscuits 917,202,192,Grocery,18,300917,https://source.unsplash.com/300x300/?Biscuits
Butter 918,112,95,Fruits,28,300918,https://source.unsplash.com/300x300/?Butter
Banana 919,65,65,Dairy,189,300919,https://source.unsplash.com/300x300/?Banana
Shampoo 920,84,81,Fruits,39,300920,https://source.unsplash.com/300x300/?Shampoo
Shampoo 921,192,180,Beverages,199,300921,https://source.unsplash.com/300x300/?Shampoo
Soap 922,183,169,Dairy,18,300922,https://source.unsplash.com/300x300/?Soap
Eggs 923,116,110,Personal Care,26,300923,https://source.unsplash.com/300x300/?Eggs
Cheese 924,61,43,Fruits,192,300924,https://source.unsplash.com/300x300/?Cheese
Sugar 925,131,129,Fruits,37,300925,https://source.unsplash.com/300x300/?Sugar
Biscuits 926,32,22,Bakery,160,300926,https://source.unsplash.com/300x300/?Biscuits
Biscuits 927,182,179,Personal Care,71,300927,https://source.unsplash.com/300x300/?Biscuits
Oil 928,159,146,Snacks,57,300928,https://source.unsplash.com/300x300/?Oil
Chips 929,60,45,Personal Care,103,300929,https://source.unsplash.com/300x300/?Chips
Shampoo 930,219,213,Bakery,88,300930,https://source.unsplash.com/300x300/?Shampoo
Butter 931,165,163,Bakery,119,300931,https://source.unsplash.com/300x300/?Butter
Chocolate 932,198,194,Grocery,182,300932,https://source.unsplash.com/300x300/?Chocolate
Chocolate 933,53,53,Bakery,29,300933,https://source.unsplash.com/300x300/?Chocolate
Chips 934,138,134,Grocery,52,300934,https://source.unsplash.com/300x300/?Chips
Shampoo 935,167,152,Fruits,103,300935,https://source.unsplash.com/300x300/?Shampoo
Soap 936,173,154,Beverages,104,300936,https://source.unsplash.com/300x300/?Soap
Rice 937,186,183,Beverages,6,300937,https://source.unsplash.com/300x300/?Rice
Bread 938,26,11,Grocery,168,300938,https://source.unsplash.com/300x300/?Bread
Sugar 939,87,79,Dairy,185,300939,https://source.unsplash.com/300x300/?Sugar
Bread 940,192,187,Fruits,9,300940,https://source.unsplash.com/300x300/?Bread
Cheese 941,97,83,Dairy,97,300941,https://source.unsplash.com/300x300/?Cheese
Toothpaste 942,61,42,Dairy,161,300942,https://source.unsplash.com/300x300/?Toothpaste
Butter 943,151,142,Snacks,37,300943,https://source.unsplash.com/300x300/?Butter
Banana 944,94,84,Dairy,129,300944,https://source.unsplash.com/300x300/?Banana
Eggs 945,107,102,Dairy,53,300945,https://source.unsplash.com/300x300/?Eggs
Toothpaste 946,111,107,Grocery,196,300946,https://source.unsplash.com/300x300/?Toothpaste
Juice 947,47,37,Beverages,24,300947,https://source.unsplash.com/300x300/?Juice
Toothpaste 948,48,39,Snacks,181,300948,https://source.unsplash.com/300x300/?Toothpaste
Banana 949,43,25,Dairy,165,300949,https://source.unsplash.com/300x300/?Banana
Eggs 950,72,55,Personal Care,166,300950,https://source.unsplash.com/300x300/?Eggs
Eggs 951,209,197,Dairy,23,300951,https://source.unsplash.com/300x300/?Eggs
Biscuits 952,116,115,Bakery,159,300952,https://source.unsplash.com/300x300/?Biscuits
Salt 953,95,82,Grocery,17,300953,https://source.unsplash.com/300x300/?Salt
Salt 954,207,200,Dairy,48,300954,https://source.unsplash.com/300x300/?Salt
Butter 955,51,43,Bakery,32,300955,https://source.unsplash.com/300x300/?Butter
Juice 956,20,12,Fruits,62,300956,https://source.unsplash.com/300x300/?Juice
Milk 957,130,111,Personal Care,166,300957,https://source.unsplash.com/300x300/?Milk
Rice 958,177,168,Bakery,64,300958,https://source.unsplash.com/300x300/?Rice
Rice 959,32,14,Snacks,80,300959,https://source.unsplash.com/300x300/?Rice
Apple 960,217,203,Snacks,43,300960,https://source.unsplash.com/300x300/?Apple
Shampoo 961,141,139,Personal Care,66,300961,https://source.unsplash.com/300x300/?Shampoo
Juice 962,103,89,Beverages,136,300962,https://source.unsplash.com/300x300/?Juice
Salt 963,204,191,Personal Care,82,300963,https://source.unsplash.com/300x300/?Salt
Cheese 964,42,24,Bakery,157,300964,https://source.unsplash.com/300x300/?Cheese
Banana 965,60,50,Personal Care,71,300965,https://source.unsplash.com/300x300/?Banana
Cheese 966,174,170,Fruits,38,300966,https://source.unsplash.com/300x300/?Cheese
Toothpaste 967,210,199,Snacks,145,300967,https://source.unsplash.com/300x300/?Toothpaste
Milk 968,82,63,Beverages,109,300968,https://source.unsplash.com/300x300/?Milk
Bread 969,67,58,Fruits,115,300969,https://source.unsplash.com/300x300/?Bread
Cheese 970,79,79,Personal Care,186,300970,https://source.unsplash.com/300x300/?Cheese
Salt 971,118,110,Grocery,117,300971,https://source.unsplash.com/300x300/?Salt
Salt 972,82,66,Bakery,133,300972,https://source.unsplash.com/300x300/?Salt
Juice 973,114,101,Snacks,164,300973,https://source.unsplash.com/300x300/?Juice
Salt 974,92,73,Fruits,172,300974,https://source.unsplash.com/300x300/?Salt
Apple 975,163,163,Personal Care,18,300975,https://source.unsplash.com/300x300/?Apple
Juice 976,159,155,Personal Care,147,300976,https://source.unsplash.com/300x300/?Juice
Biscuits 977,79,72,Fruits,110,300977,https://source.unsplash.com/300x300/?Biscuits
Soap 978,73,72,Bakery,57,300978,https://source.unsplash.com/300x300/?Soap
Apple 979,55,50,Beverages,125,300979,https://source.unsplash.com/300x300/?Apple
Rice 980,146,142,Snacks,190,300980,https://source.unsplash.com/300x300/?Rice
Shampoo 981,104,96,Grocery,195,300981,https://source.unsplash.com/300x300/?Shampoo
Cheese 982,186,183,Personal Care,121,300982,https://source.unsplash.com/300x300/?Cheese
Soap 983,110,92,Snacks,150,300983,https://source.unsplash.com/300x300/?Soap
Eggs 984,85,81,Fruits,97,300984,https://source.unsplash.com/300x300/?Eggs
Rice 985,44,26,Personal Care,138,300985,https://source.unsplash.com/300x300/?Rice
Eggs 986,172,157,Dairy,125,300986,https://source.unsplash.com/300x300/?Eggs
Butter 987,138,126,Personal Care,159,300987,https://source.unsplash.com/300x300/?Butter
Oil 988,214,199,Fruits,43,300988,https://source.unsplash.com/300x300/?Oil
Chocolate 989,109,107,Dairy,185,300989,https://source.unsplash.com/300x300/?Chocolate
Oil 990,41,36,Bakery,0,300990,https://source.unsplash.com/300x300/?Oil
Chips 991,42,34,Personal Care,44,300991,https://source.unsplash.com/300x300/?Chips
Butter 992,69,52,Beverages,83,300992,https://source.unsplash.com/300x300/?Butter
Rice 993,100,96,Grocery,51,300993,https://source.unsplash.com/300x300/?Rice
Chips 994,207,196,Beverages,171,300994,https://source.unsplash.com/300x300/?Chips
Butter 995,134,129,Beverages,45,300995,https://source.unsplash.com/300x300/?Butter
Biscuits 996,53,39,Snacks,28,300996,https://source.unsplash.com/300x300/?Biscuits
Butter 997,143,142,Beverages,41,300997,https://source.unsplash.com/300x300/?Butter
Salt 998,168,154,Bakery,40,300998,https://source.unsplash.com/300x300/?Salt
Rice 999,25,8,Beverages,170,300999,https://source.unsplash.com/300x300/?Rice
Milk 1000,197,182,Personal Care,17,301000,https://source.unsplash.com/300x300/?Milk
